query,intent,response
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
Is international shipping available?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
Do you ship to Canada?,shipping_info,"Yes, we ship both locally and internationally."
What are your shipping options?,shipping_info,"Yes, we ship both locally and internationally."
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Money-back guarantee info,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
Can I get a refund?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
What's the return and refund policy?,refund_policy,Refunds are processed within 5–7 business days after return.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
What to do with a faulty item?,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Received a damaged product,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Item came broken,damaged_item,Please upload a photo of the damaged item to initiate a replacement.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
When will my order arrive?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Expected delivery time?,delivery_time,Delivery typically takes 3–5 business days.
How long does shipping take?,delivery_time,Delivery typically takes 3–5 business days.
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Store address needed,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Where is your physical store?,store_location,"Our main store is located at 123 Main Street, Springfield."
Do you have a local store?,store_location,"Our main store is located at 123 Main Street, Springfield."
How do I contact support?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
How do I contact support?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
I need to talk to someone,contact_support,You can contact our support via email or live chat.
Customer service phone number?,contact_support,You can contact our support via email or live chat.
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Do you offer chat support?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Can I chat with an agent?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
Is there a live chat option?,live_chat,"Yes, we provide live chat support 24/7."
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
Product warranty details?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
Is this item under warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
How long is the warranty?,warranty_info,Most items come with a 12-month warranty.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
